client_id,company_name,industry,region,company_size,plan_type,sales_rep,csm_assigned,contract_signed_date,onboarding_start_date,onboarding_complete_date,days_to_onboard,onboarding_status,sla_met_14_days,onboarding_csat,contract_quarter,implementation_manager,implementation_priority,kickoff_date,go_live_date,delay_reason,integration_required,integration_type,customer_segment,go_live_status,implementation_risk
CB-1172,Meridian Systems,FinTech,Mumbai,Mid (51-250),Starter,V. Shah,N. Verma,22-Mar-2025,24-Mar-2025,,,Dropped,,,2025-Q1,Neha Patel,Low,2025-03-24 0:00:00,,Customer Delay,Yes,ERP,Enterprise,Dropped,Low
CB-1173,Cinder Pvt Ltd,Professional Services,Delhi NCR,Large (251+),Enterprise,R. Iyer,M. Khan,03-May-2026,06-May-2026,03-Jun-2026,28,Completed,No,3.5,2026-Q2,Priya Nair,Low,2026-05-06 0:00:00,2026-06-03 0:00:00,Integration Delay,Yes,ERP,SMB,Completed,Medium
CB-1174,Granite Industries,Real Estate,Pune,Large (251+),Starter,S. Kapoor,M. Khan,23-Dec-2024,25-Dec-2024,08-Jan-2025,14,Completed,Yes,5,2024-Q4,Karan Mehta,High,2024-12-25 0:00:00,2025-01-08 0:00:00,None,No,None,SMB,Completed,Medium
CB-1175,Coral Solutions,FinTech,Mumbai,Large (251+),Starter,P. Nair,S. Reddy,05-Jul-2024,08-Jul-2024,12-Jul-2024,4,Completed,Yes,4,2024-Q3,Amit Singh,Medium,2024-07-08 0:00:00,2024-07-12 0:00:00,None,No,None,SMB,Completed,Low
CB-1176,Northbridge Ventures,Manufacturing,Ahmedabad,Mid (51-250),Enterprise,V. Shah,N. Verma,04-Aug-2025,05-Aug-2025,28-Aug-2025,23,Completed,No,3.5,2025-Q3,Neha Patel,Low,2025-08-05 0:00:00,2025-08-28 0:00:00,Customer Delay,Yes,None,Mid-Market,Completed,Low
CB-1177,Orbit Technologies,Hospitality,Mumbai,Mid (51-250),Starter,A. Mehta,M. Khan,28-May-2026,30-May-2026,23-Jun-2026,24,Completed,No,3.7,2026-Q2,Karan Mehta,Low,2026-05-30 0:00:00,2026-06-23 0:00:00,Technical Issue,No,None,Mid-Market,Completed,Medium
CB-1178,Solace Enterprises,EdTech,Delhi NCR,Mid (51-250),Growth,V. Shah,T. D'Souza,12-Apr-2026,13-Apr-2026,05-May-2026,22,Completed,No,3.8,2026-Q2,Priya Nair,Medium,2026-04-13 0:00:00,2026-05-05 0:00:00,Resource Constraint,No,None,SMB,Completed,Medium
CB-1179,Cobalt Systems,Manufacturing,Chennai,Mid (51-250),Growth,R. Iyer,S. Reddy,02-Feb-2026,05-Feb-2026,27-Feb-2026,22,Completed,No,4,2026-Q1,Rahul Sharma,Low,2026-02-05 0:00:00,2026-02-27 0:00:00,Integration Delay,Yes,HRMS,SMB,Completed,Low
CB-1180,Lumen Pvt Ltd,Professional Services,Pune,Large (251+),Growth,A. Mehta,T. D'Souza,12-Apr-2026,13-Apr-2026,07-May-2026,24,Completed,No,4.8,2026-Q2,Neha Patel,Medium,2026-04-13 0:00:00,2026-05-07 0:00:00,Integration Delay,Yes,SSO,Mid-Market,Completed,Medium
CB-1181,Apex Systems,Logistics & Supply Chain,Pune,Mid (51-250),Starter,P. Nair,M. Khan,13-Apr-2026,16-Apr-2026,07-May-2026,21,Completed,No,3.1,2026-Q2,Karan Mehta,Medium,2026-04-16 0:00:00,2026-05-07 0:00:00,Scope Change,Yes,SSO,Mid-Market,Completed,Low
CB-1182,Nimbus Systems,EdTech,Mumbai,Small (1-50),Starter,V. Shah,M. Khan,27-Sep-2025,28-Sep-2025,15-Oct-2025,17,Completed,No,4.9,2025-Q3,Amit Singh,Medium,2025-09-28 0:00:00,2025-10-15 0:00:00,Integration Delay,No,None,Mid-Market,Completed,Medium
CB-1183,Coral Technologies,Logistics & Supply Chain,Chennai,Mid (51-250),Growth,K. Joshi,M. Khan,10-May-2025,12-May-2025,06-Jun-2025,25,Completed,No,4,2025-Q2,Karan Mehta,High,2025-05-12 0:00:00,2025-06-06 0:00:00,Scope Change,No,None,Enterprise,Completed,High
CB-1184,Highline Systems,FinTech,Ahmedabad,Mid (51-250),Growth,K. Joshi,S. Reddy,13-Feb-2026,15-Feb-2026,06-Mar-2026,19,Completed,No,2.8,2026-Q1,Neha Patel,Low,2026-02-15 0:00:00,2026-03-06 0:00:00,Missing Documents,No,None,SMB,Completed,Low
CB-1185,Cobalt Group,Retail & E-commerce,Hyderabad,Mid (51-250),Growth,S. Kapoor,M. Khan,18-Dec-2025,19-Dec-2025,10-Jan-2026,22,Completed,No,3.5,2025-Q4,Neha Patel,Medium,2025-12-19 0:00:00,2026-01-10 0:00:00,Missing Documents,No,None,SMB,Completed,Medium
CB-1186,Harborlight Solutions,EdTech,Hyderabad,Mid (51-250),Starter,R. Iyer,J. Pillai,23-Jun-2025,24-Jun-2025,11-Jul-2025,17,Completed,No,3.9,2025-Q2,Neha Patel,Medium,2025-06-24 0:00:00,2025-07-11 0:00:00,Customer Delay,No,None,SMB,Completed,Low
CB-1187,Lumen Solutions,Professional Services,Delhi NCR,Mid (51-250),Enterprise,K. Joshi,M. Khan,28-Sep-2024,29-Sep-2024,20-Oct-2024,21,Completed,No,3.8,2024-Q3,Neha Patel,Medium,2024-09-29 0:00:00,2024-10-20 0:00:00,Integration Delay,No,None,Enterprise,Completed,Medium
CB-1188,Coral Ventures,Retail & E-commerce,Ahmedabad,Mid (51-250),Growth,V. Shah,S. Reddy,01-Feb-2026,02-Feb-2026,01-Mar-2026,27,Completed,No,3.3,2026-Q1,Priya Nair,Medium,2026-02-02 0:00:00,2026-03-01 0:00:00,Scope Change,Yes,SSO,Enterprise,Completed,Low
CB-1189,Lumen Industries,Healthcare,Ahmedabad,Large (251+),Enterprise,S. Kapoor,S. Reddy,27-Mar-2025,30-Mar-2025,26-Apr-2025,27,Completed,No,3.3,2025-Q1,Rahul Sharma,Low,2025-03-30 0:00:00,2025-04-26 0:00:00,Customer Delay,Yes,HRMS,SMB,Completed,High
CB-1190,Trailmark Group,Retail & E-commerce,Delhi NCR,Mid (51-250),Growth,S. Kapoor,J. Pillai,03-May-2026,06-May-2026,07-Jun-2026,32,Completed,No,3.8,2026-Q2,Rahul Sharma,High,2026-05-06 0:00:00,2026-06-07 0:00:00,Customer Delay,Yes,HRMS,Enterprise,Completed,Medium
CB-1191,Vertex Systems,Manufacturing,Delhi NCR,Small (1-50),Starter,K. Joshi,N. Verma,08-Mar-2025,11-Mar-2025,,,Dropped,,,2025-Q1,Rahul Sharma,Low,2025-03-11 0:00:00,,Resource Constraint,No,None,Mid-Market,Dropped,Medium
CB-1192,Harborlight Pvt Ltd,Manufacturing,Pune,Mid (51-250),Growth,V. Shah,N. Verma,05-Nov-2024,08-Nov-2024,,,Dropped,,,2024-Q4,Amit Singh,Medium,2024-11-08 0:00:00,,Customer Delay,Yes,API,SMB,Dropped,High
CB-1193,Beacon Technologies,Real Estate,Mumbai,Mid (51-250),Growth,A. Mehta,M. Khan,15-Mar-2026,17-Mar-2026,16-Apr-2026,30,Completed,No,4,2026-Q1,Rahul Sharma,High,2026-03-17 0:00:00,2026-04-16 0:00:00,Integration Delay,No,None,Mid-Market,Completed,High
CB-1194,Brightline Technologies,FinTech,Pune,Large (251+),Enterprise,V. Shah,N. Verma,11-Dec-2024,14-Dec-2024,09-Jan-2025,26,Completed,No,3.3,2024-Q4,Priya Nair,High,2024-12-14 0:00:00,2025-01-09 0:00:00,Resource Constraint,Yes,SSO,Enterprise,Completed,Medium
CB-1195,Trailmark Ventures,Hospitality,Ahmedabad,Small (1-50),Starter,S. Kapoor,M. Khan,08-Jan-2025,10-Jan-2025,,,Dropped,,,2025-Q1,Rahul Sharma,Medium,2025-01-10 0:00:00,,Missing Documents,Yes,None,Enterprise,Dropped,Medium
CB-1196,Brightline Pvt Ltd,FinTech,Hyderabad,Small (1-50),Starter,P. Nair,M. Khan,13-Nov-2025,15-Nov-2025,01-Dec-2025,16,Completed,No,4.2,2025-Q4,Amit Singh,Low,2025-11-15 0:00:00,2025-12-01 0:00:00,Customer Delay,No,None,Mid-Market,Completed,High
CB-1197,Granite Technologies,Retail & E-commerce,Ahmedabad,Small (1-50),Growth,S. Kapoor,N. Verma,04-Apr-2026,05-Apr-2026,29-Apr-2026,24,Completed,No,4,2026-Q2,Amit Singh,Medium,2026-04-05 0:00:00,2026-04-29 0:00:00,Missing Documents,Yes,HRMS,Mid-Market,Completed,Medium
CB-1198,Orbit Solutions,Manufacturing,Chennai,Mid (51-250),Enterprise,P. Nair,S. Reddy,25-Jan-2025,26-Jan-2025,19-Feb-2025,24,Completed,No,4,2025-Q1,Neha Patel,Medium,2025-01-26 0:00:00,2025-02-19 0:00:00,Integration Delay,Yes,HRMS,Enterprise,Completed,Low
CB-1199,Foxglove Networks,Professional Services,Chennai,Large (251+),Enterprise,K. Joshi,N. Verma,06-May-2025,08-May-2025,05-Jun-2025,28,Completed,No,4.7,2025-Q2,Karan Mehta,Low,2025-05-08 0:00:00,2025-06-05 0:00:00,Technical Issue,No,None,SMB,Completed,High
CB-1200,Cinder Enterprises,FinTech,Bangalore,Small (1-50),Growth,P. Nair,M. Khan,16-Feb-2026,19-Feb-2026,12-Mar-2026,21,Completed,No,4.5,2026-Q1,Karan Mehta,Medium,2026-02-19 0:00:00,2026-03-12 0:00:00,Missing Documents,Yes,API,Mid-Market,Completed,Medium
CB-1201,Westgate Labs,FinTech,Delhi NCR,Large (251+),Enterprise,R. Iyer,N. Verma,19-May-2026,21-May-2026,25-Jun-2026,35,Completed,No,3.5,2026-Q2,Amit Singh,High,2026-05-21 0:00:00,2026-06-25 0:00:00,Technical Issue,No,None,Enterprise,Completed,Medium
CB-1202,Beacon Ventures,FinTech,Chennai,Mid (51-250),Starter,P. Nair,T. D'Souza,16-Sep-2025,19-Sep-2025,04-Oct-2025,15,Completed,No,3.1,2025-Q3,Neha Patel,High,2025-09-19 0:00:00,2025-10-04 0:00:00,Resource Constraint,No,None,SMB,Completed,Medium
CB-1203,Northbridge Solutions,Healthcare,Mumbai,Mid (51-250),Enterprise,V. Shah,J. Pillai,30-Nov-2024,01-Dec-2024,21-Dec-2024,20,Completed,No,3.5,2024-Q4,Rahul Sharma,Medium,2024-12-01 0:00:00,2024-12-21 0:00:00,Customer Delay,No,None,Mid-Market,Completed,Low
CB-1204,Anchor Systems,Professional Services,Chennai,Small (1-50),Starter,A. Mehta,S. Reddy,14-Apr-2024,15-Apr-2024,26-Apr-2024,11,Completed,Yes,3.4,2024-Q2,Neha Patel,High,2024-04-15 0:00:00,2024-04-26 0:00:00,None,Yes,SSO,Mid-Market,Completed,High
CB-1205,Driftwood Industries,Logistics & Supply Chain,Pune,Large (251+),Enterprise,A. Mehta,T. D'Souza,26-Feb-2025,27-Feb-2025,23-Mar-2025,24,Completed,No,4.3,2025-Q1,Neha Patel,High,2025-02-27 0:00:00,2025-03-23 0:00:00,Technical Issue,Yes,None,Mid-Market,Completed,High
CB-1206,Ironwood Industries,FinTech,Mumbai,Small (1-50),Starter,P. Nair,J. Pillai,16-Nov-2024,18-Nov-2024,01-Dec-2024,13,Completed,Yes,3.2,2024-Q4,Rahul Sharma,Low,2024-11-18 0:00:00,2024-12-01 0:00:00,None,Yes,CRM,Enterprise,Completed,Medium
CB-1207,Veridian Pvt Ltd,Logistics & Supply Chain,Chennai,Small (1-50),Starter,A. Mehta,T. D'Souza,27-Dec-2025,29-Dec-2025,19-Jan-2026,21,Completed,No,3.9,2025-Q4,Amit Singh,Medium,2025-12-29 0:00:00,2026-01-19 0:00:00,Customer Delay,Yes,CRM,Mid-Market,Completed,High
CB-1208,Driftwood Group,Manufacturing,Hyderabad,Small (1-50),Starter,V. Shah,T. D'Souza,03-Nov-2024,06-Nov-2024,17-Nov-2024,11,Completed,Yes,4.4,2024-Q4,Rahul Sharma,Low,2024-11-06 0:00:00,2024-11-17 0:00:00,None,Yes,HRMS,Mid-Market,Completed,Low
CB-1209,Brightline Pvt Ltd,Retail & E-commerce,Ahmedabad,Mid (51-250),Growth,P. Nair,M. Khan,19-Sep-2025,22-Sep-2025,13-Oct-2025,21,Completed,No,5,2025-Q3,Karan Mehta,High,2025-09-22 0:00:00,2025-10-13 0:00:00,Customer Delay,Yes,SSO,Enterprise,Completed,Medium
CB-1210,Coral Technologies,EdTech,Delhi NCR,Small (1-50),Growth,V. Shah,T. D'Souza,04-Jan-2026,05-Jan-2026,03-Feb-2026,29,Completed,No,4.5,2026-Q1,Amit Singh,Low,2026-01-05 0:00:00,2026-02-03 0:00:00,Missing Documents,No,None,Enterprise,Completed,Low
CB-1211,Veridian Group,Healthcare,Mumbai,Large (251+),Enterprise,S. Kapoor,N. Verma,03-Nov-2025,04-Nov-2025,04-Dec-2025,30,Completed,No,3.5,2025-Q4,Neha Patel,High,2025-11-04 0:00:00,2025-12-04 0:00:00,Integration Delay,Yes,ERP,Mid-Market,Completed,Medium
CB-1212,Ironwood Systems,Retail & E-commerce,Ahmedabad,Large (251+),Growth,K. Joshi,T. D'Souza,29-Jan-2025,01-Feb-2025,19-Feb-2025,18,Completed,No,4.3,2025-Q1,Neha Patel,Low,2025-02-01 0:00:00,2025-02-19 0:00:00,Integration Delay,Yes,None,Enterprise,Completed,High
CB-1213,Driftwood Systems,Real Estate,Ahmedabad,Large (251+),Growth,S. Kapoor,T. D'Souza,01-Mar-2026,02-Mar-2026,,,Dropped,,,2026-Q1,Amit Singh,High,2026-03-02 0:00:00,,Scope Change,Yes,None,Mid-Market,Dropped,Low
CB-1214,Anchor Pvt Ltd,Logistics & Supply Chain,Pune,Small (1-50),Growth,P. Nair,M. Khan,16-Jan-2026,18-Jan-2026,13-Feb-2026,26,Completed,No,4.9,2026-Q1,Priya Nair,Low,2026-01-18 0:00:00,2026-02-13 0:00:00,Customer Delay,Yes,API,SMB,Completed,Low
CB-1215,Vertex Systems,FinTech,Hyderabad,Large (251+),Enterprise,S. Kapoor,T. D'Souza,28-Jan-2026,29-Jan-2026,01-Mar-2026,31,Completed,No,4.3,2026-Q1,Amit Singh,High,2026-01-29 0:00:00,2026-03-01 0:00:00,Missing Documents,No,None,Enterprise,Completed,Low
CB-1216,Ironwood Systems,FinTech,Mumbai,Mid (51-250),Starter,S. Kapoor,N. Verma,15-Nov-2024,18-Nov-2024,04-Dec-2024,16,Completed,No,3.7,2024-Q4,Neha Patel,Medium,2024-11-18 0:00:00,2024-12-04 0:00:00,Missing Documents,No,None,Enterprise,Completed,Medium
CB-1217,Cinder Systems,Professional Services,Hyderabad,Small (1-50),Starter,K. Joshi,N. Verma,06-Nov-2024,08-Nov-2024,21-Nov-2024,13,Completed,Yes,4.6,2024-Q4,Rahul Sharma,Medium,2024-11-08 0:00:00,2024-11-21 0:00:00,None,Yes,CRM,Enterprise,Completed,High
CB-1218,Vertex Technologies,Retail & E-commerce,Ahmedabad,Small (1-50),Starter,K. Joshi,N. Verma,29-Apr-2026,01-May-2026,,,Dropped,,,2026-Q2,Karan Mehta,High,2026-05-01 0:00:00,,Missing Documents,Yes,SSO,Enterprise,Dropped,Medium
CB-1219,Apex Pvt Ltd,Healthcare,Pune,Small (1-50),Starter,R. Iyer,S. Reddy,10-Jul-2025,12-Jul-2025,27-Jul-2025,15,Completed,No,4.1,2025-Q3,Neha Patel,Medium,2025-07-12 0:00:00,2025-07-27 0:00:00,Customer Delay,No,None,SMB,Completed,High
CB-1220,Lumen Industries,Healthcare,Chennai,Large (251+),Enterprise,A. Mehta,J. Pillai,28-Apr-2025,01-May-2025,25-May-2025,24,Completed,No,4.1,2025-Q2,Neha Patel,Medium,2025-05-01 0:00:00,2025-05-25 0:00:00,Technical Issue,No,None,Mid-Market,Completed,Medium
CB-1221,Solace Labs,Real Estate,Delhi NCR,Mid (51-250),Starter,K. Joshi,M. Khan,08-Sep-2025,11-Sep-2025,03-Oct-2025,22,Completed,No,2.8,2025-Q3,Amit Singh,Low,2025-09-11 0:00:00,2025-10-03 0:00:00,Technical Issue,Yes,ERP,Enterprise,Completed,Medium
CB-1222,Foxglove Ventures,FinTech,Chennai,Mid (51-250),Starter,A. Mehta,N. Verma,19-Dec-2025,22-Dec-2025,10-Jan-2026,19,Completed,No,3.2,2025-Q4,Rahul Sharma,Low,2025-12-22 0:00:00,2026-01-10 0:00:00,Scope Change,No,None,SMB,Completed,Low
CB-1223,Granite Pvt Ltd,Retail & E-commerce,Chennai,Small (1-50),Starter,R. Iyer,M. Khan,12-May-2026,14-May-2026,07-Jun-2026,24,Completed,No,3.6,2026-Q2,Priya Nair,Low,2026-05-14 0:00:00,2026-06-07 0:00:00,Scope Change,Yes,API,SMB,Completed,Medium
CB-1224,Nimbus Networks,Manufacturing,Pune,Large (251+),Enterprise,V. Shah,T. D'Souza,17-Apr-2025,18-Apr-2025,14-May-2025,26,Completed,No,3.9,2025-Q2,Rahul Sharma,Low,2025-04-18 0:00:00,2025-05-14 0:00:00,Scope Change,Yes,CRM,SMB,Completed,Medium
CB-1225,Anchor Technologies,Manufacturing,Chennai,Mid (51-250),Growth,S. Kapoor,J. Pillai,28-Apr-2026,01-May-2026,28-May-2026,27,Completed,No,3.5,2026-Q2,Neha Patel,Medium,2026-05-01 0:00:00,2026-05-28 0:00:00,Resource Constraint,Yes,SSO,Mid-Market,Completed,High
CB-1226,Crestline Ventures,Logistics & Supply Chain,Chennai,Small (1-50),Starter,P. Nair,N. Verma,19-May-2024,20-May-2024,01-Jun-2024,12,Completed,Yes,4,2024-Q2,Karan Mehta,Medium,2024-05-20 0:00:00,2024-06-01 0:00:00,None,Yes,HRMS,Enterprise,Completed,Medium
CB-1227,Beacon Ventures,Manufacturing,Bangalore,Small (1-50),Growth,P. Nair,T. D'Souza,19-Oct-2025,21-Oct-2025,16-Nov-2025,26,Completed,No,3.9,2025-Q4,Amit Singh,Medium,2025-10-21 0:00:00,2025-11-16 0:00:00,Customer Delay,Yes,API,SMB,Completed,Low
CB-1228,Apex Industries,Retail & E-commerce,Hyderabad,Large (251+),Starter,R. Iyer,S. Reddy,03-Dec-2025,04-Dec-2025,26-Dec-2025,22,Completed,No,4.3,2025-Q4,Amit Singh,High,2025-12-04 0:00:00,2025-12-26 0:00:00,Customer Delay,Yes,None,Enterprise,Completed,Low
CB-1229,Solace Systems,EdTech,Delhi NCR,Large (251+),Starter,A. Mehta,M. Khan,14-Oct-2024,16-Oct-2024,03-Nov-2024,18,Completed,No,4.4,2024-Q4,Karan Mehta,Medium,2024-10-16 0:00:00,2024-11-03 0:00:00,Customer Delay,No,None,Mid-Market,Completed,Low
CB-1230,Foxglove Technologies,Hospitality,Mumbai,Large (251+),Enterprise,S. Kapoor,T. D'Souza,26-Nov-2024,29-Nov-2024,19-Dec-2024,20,Completed,No,3.3,2024-Q4,Neha Patel,Medium,2024-11-29 0:00:00,2024-12-19 0:00:00,Technical Issue,No,None,SMB,Completed,High
CB-1231,Pivotal Group,Hospitality,Ahmedabad,Small (1-50),Growth,R. Iyer,J. Pillai,24-Jul-2025,25-Jul-2025,14-Aug-2025,20,Completed,No,4,2025-Q3,Neha Patel,Medium,2025-07-25 0:00:00,2025-08-14 0:00:00,Resource Constraint,No,None,Enterprise,Completed,High
CB-1232,Pivotal Technologies,Real Estate,Ahmedabad,Large (251+),Growth,S. Kapoor,N. Verma,16-May-2026,19-May-2026,13-Jun-2026,25,Completed,No,4.2,2026-Q2,Neha Patel,High,2026-05-19 0:00:00,2026-06-13 0:00:00,Scope Change,Yes,API,Enterprise,Completed,Low
CB-1233,Quantix Networks,Retail & E-commerce,Delhi NCR,Small (1-50),Starter,S. Kapoor,N. Verma,11-Nov-2025,12-Nov-2025,02-Dec-2025,20,Completed,No,3.7,2025-Q4,Karan Mehta,Medium,2025-11-12 0:00:00,2025-12-02 0:00:00,Resource Constraint,Yes,CRM,Mid-Market,Completed,Medium
CB-1234,Northbridge Pvt Ltd,Professional Services,Delhi NCR,Mid (51-250),Growth,R. Iyer,J. Pillai,01-May-2026,02-May-2026,01-Jun-2026,30,Completed,No,4,2026-Q2,Neha Patel,Medium,2026-05-02 0:00:00,2026-06-01 0:00:00,Scope Change,No,None,SMB,Completed,Medium
CB-1235,Skyward Pvt Ltd,Retail & E-commerce,Hyderabad,Large (251+),Growth,S. Kapoor,S. Reddy,02-Mar-2026,04-Mar-2026,04-Apr-2026,31,Completed,No,3.8,2026-Q1,Rahul Sharma,Low,2026-03-04 0:00:00,2026-04-04 0:00:00,Customer Delay,Yes,ERP,Mid-Market,Completed,Medium
CB-1236,Westgate Labs,Retail & E-commerce,Delhi NCR,Large (251+),Growth,P. Nair,M. Khan,25-Aug-2025,27-Aug-2025,15-Sep-2025,19,Completed,No,3.2,2025-Q3,Priya Nair,Medium,2025-08-27 0:00:00,2025-09-15 0:00:00,Missing Documents,No,None,SMB,Completed,Low
CB-1237,Coral Technologies,Retail & E-commerce,Mumbai,Mid (51-250),Starter,P. Nair,M. Khan,20-Feb-2026,22-Feb-2026,17-Mar-2026,23,Completed,No,3,2026-Q1,Rahul Sharma,Low,2026-02-22 0:00:00,2026-03-17 0:00:00,Missing Documents,Yes,CRM,Enterprise,Completed,High
CB-1238,Westgate Labs,Healthcare,Pune,Large (251+),Starter,V. Shah,M. Khan,27-Apr-2024,28-Apr-2024,05-May-2024,7,Completed,Yes,3.7,2024-Q2,Priya Nair,High,2024-04-28 0:00:00,2024-05-05 0:00:00,None,No,None,SMB,Completed,Medium
CB-1239,Apex Group,Logistics & Supply Chain,Pune,Small (1-50),Starter,R. Iyer,N. Verma,18-Oct-2024,21-Oct-2024,,,Dropped,,,2024-Q4,Rahul Sharma,Medium,2024-10-21 0:00:00,,Technical Issue,No,None,Mid-Market,Dropped,High
CB-1240,Cinder Labs,Hospitality,Ahmedabad,Mid (51-250),Growth,R. Iyer,J. Pillai,14-Mar-2026,15-Mar-2026,12-Apr-2026,28,Completed,No,3.9,2026-Q1,Priya Nair,High,2026-03-15 0:00:00,2026-04-12 0:00:00,Customer Delay,Yes,HRMS,Enterprise,Completed,Medium
CB-1241,Solace Industries,Logistics & Supply Chain,Hyderabad,Mid (51-250),Enterprise,K. Joshi,T. D'Souza,26-Feb-2026,28-Feb-2026,30-Mar-2026,30,Completed,No,4.3,2026-Q1,Karan Mehta,Medium,2026-02-28 0:00:00,2026-03-30 0:00:00,Missing Documents,No,None,Enterprise,Completed,High
CB-1242,Apex Solutions,Retail & E-commerce,Chennai,Large (251+),Growth,K. Joshi,N. Verma,01-Mar-2025,02-Mar-2025,17-Mar-2025,15,Completed,No,4.1,2025-Q1,Amit Singh,High,2025-03-02 0:00:00,2025-03-17 0:00:00,Missing Documents,Yes,CRM,SMB,Completed,High
CB-1243,Anchor Pvt Ltd,Hospitality,Bangalore,Mid (51-250),Starter,R. Iyer,J. Pillai,04-Oct-2025,06-Oct-2025,31-Oct-2025,25,Completed,No,4.5,2025-Q4,Rahul Sharma,High,2025-10-06 0:00:00,2025-10-31 0:00:00,Scope Change,No,None,SMB,Completed,High
CB-1244,Solace Solutions,Professional Services,Bangalore,Large (251+),Growth,V. Shah,T. D'Souza,17-Nov-2025,19-Nov-2025,16-Dec-2025,27,Completed,No,4.5,2025-Q4,Karan Mehta,Low,2025-11-19 0:00:00,2025-12-16 0:00:00,Integration Delay,No,None,Enterprise,Completed,High
CB-1245,Orbit Group,Professional Services,Ahmedabad,Small (1-50),Growth,R. Iyer,S. Reddy,01-Apr-2026,04-Apr-2026,28-Apr-2026,24,Completed,No,3.6,2026-Q2,Priya Nair,Low,2026-04-04 0:00:00,2026-04-28 0:00:00,Missing Documents,No,None,SMB,Completed,Medium
CB-1246,Larkspur Technologies,FinTech,Chennai,Small (1-50),Starter,V. Shah,J. Pillai,15-Nov-2025,18-Nov-2025,06-Dec-2025,18,Completed,No,4.6,2025-Q4,Amit Singh,Medium,2025-11-18 0:00:00,2025-12-06 0:00:00,Scope Change,Yes,ERP,Enterprise,Completed,High
CB-1247,Crestline Systems,Manufacturing,Hyderabad,Small (1-50),Starter,V. Shah,N. Verma,20-Jul-2025,23-Jul-2025,12-Aug-2025,20,Completed,No,3.7,2025-Q3,Rahul Sharma,High,2025-07-23 0:00:00,2025-08-12 0:00:00,Missing Documents,No,None,SMB,Completed,Low
CB-1248,Summit Systems,Retail & E-commerce,Bangalore,Mid (51-250),Growth,S. Kapoor,T. D'Souza,23-Jun-2025,26-Jun-2025,20-Jul-2025,24,Completed,No,4.3,2025-Q2,Priya Nair,High,2025-06-26 0:00:00,2025-07-20 0:00:00,Scope Change,Yes,CRM,Mid-Market,Completed,Low
CB-1249,Northbridge Networks,Real Estate,Pune,Mid (51-250),Starter,P. Nair,S. Reddy,29-Jul-2025,01-Aug-2025,14-Aug-2025,13,Completed,Yes,3.9,2025-Q3,Karan Mehta,High,2025-08-01 0:00:00,2025-08-14 0:00:00,None,No,None,Enterprise,Completed,Medium
CB-1250,Brightline Technologies,Healthcare,Chennai,Small (1-50),Enterprise,S. Kapoor,M. Khan,13-Dec-2025,16-Dec-2025,17-Jan-2026,32,Completed,No,2.6,2025-Q4,Rahul Sharma,High,2025-12-16 0:00:00,2026-01-17 0:00:00,Missing Documents,No,None,SMB,Completed,Low
CB-1251,Beacon Group,Retail & E-commerce,Bangalore,Mid (51-250),Enterprise,P. Nair,T. D'Souza,01-Apr-2026,02-Apr-2026,10-May-2026,38,Completed,No,4.1,2026-Q2,Karan Mehta,Low,2026-04-02 0:00:00,2026-05-10 0:00:00,Technical Issue,No,None,SMB,Completed,Low
CB-1252,Lumen Labs,Professional Services,Chennai,Large (251+),Enterprise,R. Iyer,T. D'Souza,17-Aug-2025,20-Aug-2025,17-Sep-2025,28,Completed,No,4.8,2025-Q3,Priya Nair,High,2025-08-20 0:00:00,2025-09-17 0:00:00,Integration Delay,No,None,Mid-Market,Completed,High
CB-1253,Apex Group,Professional Services,Ahmedabad,Small (1-50),Starter,K. Joshi,S. Reddy,15-Mar-2025,17-Mar-2025,07-Apr-2025,21,Completed,No,3.8,2025-Q1,Amit Singh,High,2025-03-17 0:00:00,2025-04-07 0:00:00,Scope Change,No,None,Enterprise,Completed,Medium
CB-1254,Stratos Technologies,Real Estate,Ahmedabad,Small (1-50),Starter,V. Shah,M. Khan,05-Mar-2025,06-Mar-2025,27-Mar-2025,21,Completed,No,4.3,2025-Q1,Karan Mehta,Medium,2025-03-06 0:00:00,2025-03-27 0:00:00,Missing Documents,Yes,API,SMB,Completed,Medium
CB-1255,Foxglove Technologies,Professional Services,Chennai,Large (251+),Growth,P. Nair,S. Reddy,31-Jan-2026,03-Feb-2026,22-Feb-2026,19,Completed,No,4.2,2026-Q1,Karan Mehta,Low,2026-02-03 0:00:00,2026-02-22 0:00:00,Integration Delay,No,None,SMB,Completed,High
CB-1256,Cobalt Ventures,Retail & E-commerce,Hyderabad,Mid (51-250),Growth,V. Shah,M. Khan,08-Mar-2026,10-Mar-2026,28-Mar-2026,18,Completed,No,4,2026-Q1,Karan Mehta,Low,2026-03-10 0:00:00,2026-03-28 0:00:00,Customer Delay,No,None,Enterprise,Completed,Low
CB-1257,Stratos Pvt Ltd,FinTech,Chennai,Small (1-50),Starter,P. Nair,S. Reddy,13-Oct-2024,15-Oct-2024,31-Oct-2024,16,Completed,No,4.6,2024-Q4,Rahul Sharma,High,2024-10-15 0:00:00,2024-10-31 0:00:00,Technical Issue,No,None,Enterprise,Completed,High
CB-1258,Cobalt Enterprises,Healthcare,Chennai,Mid (51-250),Growth,A. Mehta,M. Khan,15-Aug-2024,16-Aug-2024,25-Aug-2024,9,Completed,Yes,2.7,2024-Q3,Neha Patel,High,2024-08-16 0:00:00,2024-08-25 0:00:00,None,No,None,Enterprise,Completed,Low
